"Name","Age","id","Total Sales","Total Quantity","Total Profit","Category","Products"
"Paul Lucas",20,"PL-18925","239.481","29","-0.7527","Furniture,Office Supplies,Technology","Avery 475,Easy-staple paper,GBC Plasticlear Binding Covers,Master Giant Foot Doorstop  Safety Yellow,Newell 325,Plastic Stacking Crates & Casters,V7 USB Numeric Keypad,Wilson Jones Century Plastic Molded Ring Binders"
"Paul MacIntyre",41,"PM-18940","1405.402","16","157.8768","Furniture,Office Supplies","Bevis Round Conference Table Top & Single Column Base,Fellowes Binding Cases,Harbour Creations 67200 Series Stacking Chairs,Iceberg OfficeWorks 42 Round Tables"
"Peter McVee",65,"PM-19135","4115.662","36","526.7537","Furniture,Office Supplies,Technology","Avery 50,Bretford Rectangular Conference Table Tops,Eldon 200 Class Desk Accessories,Logitech diNovo Edge Keyboard,Logitech G602 Wireless Gaming Mouse,Motorola L703CM,Xerox 1903"
"Parhena Norris",35,"PN-18775","1467.152","47","192.0396","Furniture,Office Supplies,Technology","9-3/4 Diameter Round Wall Clock,Acco Perma 2700 Stacking Storage Drawers,Avery 496,Cardinal Hold-It CD Pocket,Hon Every-Day Series Multi-Task Chairs,Maxell 4.7GB DVD-R,Newell 312,OSullivan 4-Shelf Bookcase in Odessa Pine,OtterBox Defender Series Case - Samsung Galaxy S4,Stanley Bostitch Contemporary Electric Pencil Sharpeners,Tenex Chairmats For Use with Hard Floors,Wirebound Message Books  Four 2 3/4 x 5 White Forms per Page,Xerox 224"
"Patrick O'Brill",59,"PO-18850","7473.8282","91","38.4757","Furniture,Office Supplies,Technology","Aastra 57i VoIP phone,Acme 10 Easy Grip Assistive Scissors,Ampad Evidence Wirebond Steno Books  6 x 9,Atlantic Metals Mobile 5-Shelf Bookcases  Custom Colors,Avery 480,Eldon Regeneration Recycled Desk Accessories  Smoke,Eldon Simplefile Box Office,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,File Shuttle II and Handi-File  Black,GBC Premium Transparent Covers with Diagonal Lined Pattern,GBC Twin Loop Wire Binding Elements  9/16 Spine  Black,Global Value Mid-Back Managers Chair  Gray,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Hon 2111 Invitation Series Straight Table,Hoover Portapower Portable Vacuum,IBM Multi-Purpose Copy Paper  8 1/2 x 11  Case,Logitech B530 USB Headset - headset - Full size  Binaural,Recycled Desk Saver Line While You Were Out Book  5 1/2 X 4,Round Specialty Laser Printer Labels,Samsung Galaxy Mega 6.3,Xerox 1909,Xerox 208"
"Patrick O'Donnell",64,"PO-18865","2493.214","54","437.8533","Furniture,Office Supplies,Technology","Avery 475,Bush Westfield Collection Bookcases  Fully Assembled,C-Line Magnetic Cubicle Keepers  Clear Polypropylene,Economy Rollaway Files,Gear Head AU3700S Headset,Gould Plastics 9-Pocket Panel Bin  18-3/8w x 5-1/4d x 20-1/2h  Black,Howard Miller 14-1/2 Diameter Chrome Round Wall Clock,Logitech MX Performance Wireless Mouse,Memorex Micro Travel Drive 4 GB,Novimex Swivel Fabric Task Chair,Ooma Telo VoIP Home Phone System,Premium Transparent Presentation Covers by GBC,Wilson Jones Legal Size Ring Binders"
"Philisse Overcash",46,"PO-19180","4893.043","65","1155.4331","Furniture,Office Supplies,Technology","AT&T 841000 Phone,Avery 478,Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer  Copier  Scanner,Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum  Red,GBC Plasticlear Binding Covers,GBC Standard Therm-A-Bind Covers,Global Stack Chair without Arms  Black,Hoover Shoulder Vac Commercial Portable Vacuum,Howard Miller 13-3/4 Diameter Brushed Chrome Round Wall Clock,Logitech G600 MMO Gaming Mouse,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,Newell 330,Sharp 1540cs Digital Laser Copier,Staple-based wall hangings,Strathmore Photo Mount Cards,Tennsco 6- and 18-Compartment Lockers,Xerox 1881,Xerox 1900"
"Phillina Ober",45,"PO-19195","1056.858","32","-49.7009","Furniture,Office Supplies,Technology","Acco PRESSTEX Data Binder with Storage Hooks  Dark Blue  14 7/8 X 11,Avery 508,GBC Standard Plastic Binding Systems Combs,Global High-Back Leather Tilter  Burgundy,Memorex Micro Travel Drive 16 GB,Motorola HK250 Universal Bluetooth Headset,netTALK DUO VoIP Telephone Service,SAFCO Boltless Steel Shelving,Tuf-Vin Binders,Tuff Stuff Recycled Round Ring Binders"
"Paul Prost",44,"PP-18955","7252.608","138","1495.0854","Furniture,Office Supplies,Technology","Aastra 57i VoIP phone,Ames Color-File Green Diamond Border X-ray Mailers,Avanti 1.7 Cu. Ft. Refrigerator,Avery File Folder Labels,Belkin 19 Vented Equipment Shelf  Black,Bevis Oval Conference Table  Walnut,Bush Andora Bookcase  Maple/Graphite Gray Finish,Bush Mission Pointe Library,Carina 42Hx23 3/4W Media Storage Unit,DAX Natural Wood-Tone Poster Frame,Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum  Red,GBC Twin Loop Wire Binding Elements,Global Super Steno Chair,Howard Miller 13 Diameter Goldtone Round Wall Clock,Longer-Life Soft White Bulbs,Master Caster Door Stop  Gray,Maxell 4.7GB DVD-RW 3/Pack,Motorola HK250 Universal Bluetooth Headset,Newell 340,Nontoxic Chalk,Plantronics Audio 478 Stereo USB Headset,Plantronics Cordless Phone Headset with In-line Volume - M214C,Revere Boxed Rubber Bands by Revere,Self-Adhesive Address Labels for Typewriters with Dispenser Box,Square Credit Card Reader,Universal Recycled Hanging Pressboard Report Binders  Letter Size,Vtech CS6719,White Computer Printout Paper by Universal,White Dual Perf Computer Printout Paper  2700 Sheets  1 Part  Heavyweight  20 lbs.  14 7/8 x 11,Wilson Jones International Size A4 Ring Binders,Wirebound Message Books  Four 2 3/4 x 5 Forms per Page  600 Sets per Book,Xerox 1882,Xerox 1924,Xerox 1943"
"Patrick Ryan",44,"PR-18880","1840.178","43","247.6226","Furniture,Office Supplies,Technology","Acco Flexible ACCOHIDE Square Ring Data Binder  Dark Blue  11 1/2 X 14 7/8,Avery Address/Shipping Labels for Typewriters  4 x 2,Chromcraft Rectangular Conference Tables,Cisco 8x8 Inc. 6753i IP Business Phone System,Executive Impressions 14 Two-Color Numerals Wall Clock,Executive Impressions Supervisor Wall Clock,Fellowes Command Center 5-outlet power strip,Newell 336,Samsung Rugby III,Southworth 100% Résumé Paper  24lb.,Telescoping Adjustable Floor Lamp,Tenex Chairmats For Use with Hard Floors"
"Pamela Stobb",36,"PS-18760","2181.479","75","-134.4410","Furniture,Office Supplies,Technology","Aluminum Screw Posts,Avery 474,Avery 517,GBC Instant Report Kit,Global Stack Chair with Arms  Black,Global Wood Trimmed Managers Task Chair  Khaki,Ibico Hi-Tech Manual Binding System,Lexmark MarkNet N8150 Wireless Print Server,Logitech Wireless Touch Keyboard K400,Novimex Swivel Fabric Task Chair,Office Star - Ergonomically Designed Knee Chair,Personal Folder Holder  Ebony,Rediform S.O.S. 1-Up Phone Message Bk  4-1/4x3-1/16 Bk  1 Form/Pg  40 Messages/Bk  3/Pk,Ricoh - Ink Collector Unit for GX3000 Series Printers,Situations Contoured Folding Chairs  4/Set,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,Stockwell Push Pins,Tensor Track Tree Floor Lamp,Xerox 1887,Xerox 1902,Xerox 193"
"Paul Stevenson",31,"PS-18970","1278.639","52","198.5099","Furniture,Office Supplies","#10- 4 1/8 x 9 1/2 Recycled Envelopes,24-Hour Round Wall Clock,Belkin F9G930V10-GRY 9 Outlet Surge,C-Line Peel & Stick Add-On Filing Pockets  8-3/4 x 5-1/8  10/Pack,Dixon Ticonderoga Core-Lock Colored Pencils,Eldon Expressions Wood Desk Accessories  Oak,Fellowes Officeware Wire Shelving,Global Chrome Stack Chair,Global Value Mid-Back Managers Chair  Gray,Howard Miller 13 Diameter Goldtone Round Wall Clock,Sanford Pocket Accent Highlighters,Super Bands  12/Pack,Tyvek  Top-Opening Peel & Seel  Envelopes  Gray"
"Penelope Sewall",23,"PS-19045","6843.634","47","1742.7297","Furniture,Office Supplies,Technology","ACCOHIDE 3-Ring Binder  Blue  1,Brown Kraft Recycled Envelopes,Canon Imageclass D680 Copier / Fax,Chromcraft 48 x 96 Racetrack Double Pedestal Table,Fellowes Mobile File Cart  Black,GBC Recycled VeloBinder Covers,Hon Practical Foundations 30 x 60 Training Table  Light Gray/Charcoal,Lenovo 17-Key USB Numeric Keypad,Newell 34,Recycled Easel Ring Binders,SAFCO Commercial Wire Shelving  72h,Wilson Jones Century Plastic Molded Ring Binders,Wirebound Four 2-3/4 x 5 Forms per Page  400 Sets per Book"
"Pete Takahito",48,"PT-19090","160.572","19","-20.0508","Furniture,Office Supplies","DAX Wood Document Frame.,Eldon Base for stackable storage shelf  platinum,Prang Drawing Pencil Set,REDIFORM Incoming/Outgoing Call Register  11 X 8 1/2  100 Messages,Wilson Jones 1 Hanging DublLock Ring Binders,Wilson Jones Impact Binders,Woodgrain Magazine Files by Perma"
"Paul Van Hugh",64,"PV-18985","2876.046","52","434.5284","Furniture,Office Supplies,Technology","Belkin 5 Outlet SurgeMaster Power Centers,Executive Impressions 16-1/2 Circular Wall Clock,Fluorescent Highlighters by Dixon,GE General Purpose  Extra Long Life  Showcase & Floodlight Incandescent Bulbs,Hon Deluxe Fabric Upholstered Stacking Chairs,Logitech ClearChat Comfort/USB Headset H390,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,Newell 326,Newell 346,Performers Binder/Pad Holder  Black,Stockwell Push Pins,Tennsco Double-Tier Lockers,Xerox 195"
"Pauline Webber",47,"PW-19030","3454.916","48","803.8169","Furniture,Office Supplies,Technology","Adams Phone Message Book  200 Message Capacity  8 1/16” x 11”,APC 7 Outlet Network SurgeArrest Surge Protector,Executive Impressions Supervisor Wall Clock,GBC White Gloss Covers  Plain Front,Global Fabric Managers Chair  Dark Gray,Iceberg Nesting Folding Chair  19w x 6d x 43h,Letter/Legal File Tote with Clear Snap-On Lid  Black Granite,Logitech P710e Mobile Speakerphone,Motorola L703CM,Newell 346,Samsung Rugby III,Xerox 1881,Xerox 1997"
"Pierre Wener",70,"PW-19240","3922.415","39","1290.3540","Furniture,Office Supplies,Technology","1/4 Fold Party Design Invitations & White Envelopes  24 8-1/2 X 11 Cards  25 Env./Pack,Avery Triangle Shaped Sheet Lifters  Black  2/Pack,Bevis Rectangular Conference Tables,DMI Eclipse Executive Suite Bookcases,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Geographics Note Cards  Blank  White  8 1/2 x 11,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Newell 348,Nortel Meridian M3904 Professional Digital phone,Sanford Colorific Eraseable Coloring Pencils  12 Count,Staple envelope,Xerox 226"
"Quincy Jones",48,"QJ-19255","6108.338","61","1203.6768","Furniture,Office Supplies,Technology","#10 Self-Seal White Envelopes,Acco 6 Outlet Guardian Premium Surge Suppressor,BIC Brite Liner Grip Highlighters  Assorted  5/Pack,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,GBC Twin Loop Wire Binding Elements,GBC VeloBind Cover Sets,Holmes Odor Grabber,Logitech ClearChat Comfort/USB Headset H390,Motorola HK250 Universal Bluetooth Headset,Polycom SoundPoint IP 450 VoIP phone,Riverside Palais Royal Lawyers Bookcase  Royale Cherry Finish,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Xerox 1909"
"Ralph Arnett",45,"RA-19285","2617.906","58","546.0882","Furniture,Office Supplies,Technology","Acme Value Line Scissors,Avery Round Ring Poly Binders,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Bush Andora Bookcase  Maple/Graphite Gray Finish,Executive Impressions 14,Fellowes Personal Hanging Folder Files  Navy,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),Ibico Hi-Tech Manual Binding System,Ibico Presentation Index for Binding Systems,Important Message Pads  50 4-1/4 x 5-1/2 Forms per Pad,Mediabridge Sport Armband iPhone 5s,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,Sanford Liquid Accent Highlighters,SKILCRAFT Telephone Shoulder Rest  2 x 6.5 x 2.5  Black,Steel Personal Filing/Posting Tote,Trav-L-File Heavy-Duty Shuttle II  Black,Ultra Door Kickplate  8H x 34W"
"Ruben Ausman",51,"RA-19885","3832.314","53","1292.8656","Furniture,Office Supplies,Technology","Avery File Folder Labels,Eldon Base for stackable storage shelf  platinum,Fashion Color Clasp Envelopes,Fellowes PB300 Plastic Comb Binding Machine,GBC ProClick Punch Binding System,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,Panasonic KX - TS880B Telephone,SAFCO PlanMaster Boards  60w x 37-1/2d  White Melamine,Stackable Trays,Staple envelope,Wilson Jones Hanging View Binder  White  1,Xerox 1895"
"Russell Applegate",47,"RA-19915","4793.543","75","304.8673","Furniture,Office Supplies,Technology","Acco D-Ring Binder w/DublLock,Akro-Mils 12-Gallon Tote,Atlantic Metals Mobile 3-Shelf Bookcases  Custom Colors,Avery Durable Binders,BIC Brite Liner Grip Highlighters,Binding Machine Supplies,Black Print Carbonless Snap-Off Rapid Letter  8 1/2 x 7,Bush Saratoga Collection 5-Shelf Bookcase  Hanover Cherry  *Special Order,ClearOne CHATAttach 160 - speaker phone,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,GBC Twin Loop Wire Binding Elements  9/16 Spine  Black,Holmes Odor Grabber,Hon Mobius Operators Chair,Ibico Plastic and Wire Spiral Binding Combs,Logitech Illuminated - Keyboard,Model L Table or Wall-Mount Pencil Sharpener,OSullivan Cherrywood Estates Traditional Barrister Bookcase,Pyle PMP37LED,Safco Steel Mobile File Cart,Spigen Samsung Galaxy S5 Case Wallet,Tops Green Bar Computer Printout Paper,Xerox 1910"
"Ryan Akin",39,"RA-19945","1686.9225","27","-445.6950","Furniture,Office Supplies,Technology","Balt Solid Wood Rectangular Table,Bevis Round Conference Table Top  X-Base,Carina Media Storage Towers in Natural & Black,DAX Metal Frame  Desktop  Stepped-Edge,Fellowes Super Stor/Drawer Files,GBC DocuBind 200 Manual Binding Machine,Jiffy Padded Mailers with Self-Seal Closure,Maxell 4.7GB DVD-RW 3/Pack,X-Rack File for Hanging Folders"
"Randy Bradley",63,"RB-19330","1008.196","16","-164.4062","Furniture,Office Supplies,Technology","Acco Flexible ACCOHIDE Square Ring Data Binder  Dark Blue  11 1/2 X 14 7/8,Advantus Rolling Storage Box,Carina 42Hx23 3/4W Media Storage Unit,Hon Every-Day Series Multi-Task Chairs,Southworth 100% Résumé Paper  24lb.,WD My Passport Ultra 1TB Portable External Hard Drive"
"Raymond Buch",70,"RB-19360","15117.339","71","6976.0959","Furniture,Office Supplies,Technology","3M Polarizing Light Filter Sleeves,50 Colored Long Pencils,Acco Perma 4000 Stacking Storage Drawers,Avery 498,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Canon imageCLASS 2200 Advanced Copier,Deflect-O Glasstique Clear Desk Accessories,Fellowes Bankers Box Recycled Super Stor/Drawer,GBC ProClick Spines for 32-Hole Punch,Holmes 99% HEPA Air Purifier,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Newell 311,Newell 333,Newell 342,Newell 345,Panasonic Kx-TS550,Xerox 1898"
"Richard Bierner",18,"RB-19435","2663.086","66","477.2399","Furniture,Office Supplies,Technology","Belkin 8 Outlet Surge Protector,Bravo II Megaboss 12-Amp Hard Body Upright  Replacement Belts  2 Belts per Pack,Economy #2 Pencils,Fellowes Twister Kit  Gray/Clear  3/pkg,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,Hon GuestStacker Chair,Ibico Ibimaster 300 Manual Binding System,Logitech Mobile Speakerphone P710e - speaker phone,Memorex Froggy Flash Drive 8 GB,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,Newell 349,Premier Elliptical Ring Binder  Black,Staples in misc. colors,Tops Wirebound Message Log Books,Xerox 1880"
"Rick Bensley",18,"RB-19465","4715.466","85","640.5466","Furniture,Office Supplies,Technology","Akro-Mils 12-Gallon Tote,Avaya 4621SW VoIP phone,Avery 478,Avery Hidden Tab Dividers for Binding Systems,Avery Personal Creations Heavyweight Cards,Avery Recycled Flexi-View Covers for Binding Systems,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,Hon Deluxe Fabric Upholstered Stacking Chairs  Rounded Back,Iceberg OfficeWorks 42 Round Tables,KI Adjustable-Height Table,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Master Caster Door Stop  Brown,Microsoft Sculpt Comfort Mouse,OtterBox Defender Series Case - Samsung Galaxy S4,Padded Folding Chairs  Black  4/Carton,Safco Wire Cube Shelving System  For Use as 4 or 5 14 Cubes  Black,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,Snap-A-Way Black Print Carbonless Speed Message  No Reply Area  Duplicate,Staple-based wall hangings,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Xerox 1898,Xerox 1963"
"Rob Beeghly",57,"RB-19570","528.546","35","76.8879","Furniture,Office Supplies,Technology","Cardinal Slant-D Ring Binder  Heavy Gauge Vinyl,Eldon Delta Triangular Chair Mat  52 x 58  Clear,Kensington 6 Outlet Guardian Standard Surge Protector,Logitech P710e Mobile Speakerphone,Safco Value Mate Steel Bookcase  Baked Enamel Finish on Steel  Black,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,Southworth 100% Résumé Paper  24lb.,TOPS Important Message Pads  Canary  4-1/4 x 5-1/2  50 Sheets per Pad,Tyvek  Top-Opening Peel & Seel Envelopes  Plain White"
"Robert Barroso",40,"RB-19645","221.084","29","72.6790","Furniture,Office Supplies,Technology","#10- 4 1/8 x 9 1/2 Recycled Envelopes,Avery 507,GBC Linen Binding Covers,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Logitech ClearChat Comfort/USB Headset H390,Master Caster Door Stop  Brown,SlimView Poly Binder  3/8"
"Roger Barcio",63,"RB-19705","2067.450","22","243.0755","Furniture,Office Supplies,Technology","Bulldog Table or Wall-Mount Pencil Sharpener,Flexible Leather- Look Classic Collection Ring Binder,Newell Chalk Holder,Office Star - Contemporary Task Swivel chair with 2-way adjustable arms  Plum,Office Star - Contemporary Task Swivel chair with Loop Arms  Charcoal,Sensible Storage WireTech Storage Systems,Wilson SignalBoost 841262 DB PRO Amplifier Kit"
"Ross Baird",60,"RB-19795","5633.316","92","-461.7332","Furniture,Office Supplies,Technology","Avery 488,Deflect-o RollaMat Studded  Beveled Mat for Medium Pile Carpeting,GBC Linen Binding Covers,GBC Premium Transparent Covers with Diagonal Lined Pattern,GBC ProClick 150 Presentation Binding System,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Logitech MX Performance Wireless Mouse,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Microsoft Sculpt Comfort Mouse,Riverside Furniture Oval Coffee Table  Oval End Table  End Table with Drawer,Security-Tint Envelopes,Self-Adhesive Address Labels for Typewriters by Universal,Tennsco Double-Tier Lockers,Woodgrain Magazine Files by Perma,Xerox 210,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Xerox Blank Computer Paper"
"Roy Collins",54,"RC-19825","966.409","29","63.9914","Furniture,Office Supplies,Technology","Belkin 6 Outlet Metallic Surge Strip,Bevis Round Bullnose 29 High Table Top,Cisco Small Business SPA 502G VoIP phone,Fellowes Bankers Box Recycled Super Stor/Drawer,GBC Plastic Binding Combs,Hon Valutask Swivel Chairs,OIC Colored Binder Clips  Assorted Sizes,Recycled Eldon Regeneration Jumbo File,SANFORD Major Accent Highlighters,Xerox 1898"
"Ryan Crowe",34,"RC-19960","885.752","44","10.5633","Furniture,Office Supplies,Technology","BlueLounge Milo Smartphone Stand  White/Metallic,Cameo Buff Policy Envelopes,Chromcraft Bull-Nose Wood 48 x 96 Rectangular Conference Tables,File Shuttle I and Handi-File,Howard Miller 11-1/2 Diameter Grantwood Wall Clock,OIC Colored Binder Clips  Assorted Sizes,Panasonic KX TS208W Corded phone,Redi-Strip #10 Envelopes  4 1/8 x 9 1/2,RSVP Cards & Envelopes  Blank White  8-1/2 X 11  24 Cards/25 Envelopes/Set,Tyvek  Top-Opening Peel & Seel Envelopes  Plain White,Xerox 1921"
"Rick Duston",47,"RD-19480","4272.930","60","480.5940","Furniture,Office Supplies,Technology","Belkin 5 Outlet SurgeMaster Power Centers,Cardinal Poly Pocket Divider Pockets for Ring Binders,DAX Cubicle Frames - 8x10,Fellowes Basic Home/Office Series Surge Protectors,Green Canvas Binder for 8-1/2 x 14 Sheets,Leather Task Chair  Black,Motorola L703CM,Peel-Off China Markers,Pyle PRT45 Retro Home Telephone,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,Tenex 46 x 60 Computer Anti-Static Chairmat  Rectangular Shaped,Tennsco Snap-Together Open Shelving Units  Starter Sets and Add-On Units,Wilson Jones Impact Binders,Wilson Jones Standard D-Ring Binders"
"Rob Dowd",60,"RD-19585","2912.894","73","734.5158","Furniture,Office Supplies,Technology","Angle-D Binders with Locking Rings  Label Holders,Avery 485,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Cisco SPA508G,Cisco Unified IP Phone 7945G VoIP phone,Euro-Pro Shark Turbo Vacuum,Ibico Standard Transparent Covers,Laser & Ink Jet Business Envelopes,Logitech G600 MMO Gaming Mouse,Logitech K350 2.4Ghz Wireless Keyboard,Magna Visual Magnetic Picture Hangers,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,Motorola Droid Maxx,netTALK DUO VoIP Telephone Service,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,Portable Personal File Box,Rogers Deluxe File Chest,Xerox 1881,Xerox 1990"
"Robert Dilbeck",53,"RD-19660","2786.632","23","835.7720","Furniture,Office Supplies","Avery 476,Chromcraft Round Conference Tables,GBC DocuBind 300 Electric Binding Machine,Novimex High-Tech Fabric Mesh Task Chair,Rogers Jumbo File  Granite"
"Roger Demir",30,"RD-19720","1419.737","78","207.3304","Furniture,Office Supplies,Technology","Acco Perma 4000 Stacking Storage Drawers,Adjustable Personal File Tote,Avery 499,Avery Hole Reinforcements,Clear Mylar Reinforcing Strips,Hon 4060 Series Tables,Lenovo 17-Key USB Numeric Keypad,Memorex Micro Travel Drive 4 GB,OSullivan Living Dimensions 2-Shelf Bookcases,Recycled Interoffice Envelopes with Re-Use-A-Seal Closure  10 x 13,Rogers Handheld Barrel Pencil Sharpener,Super Bands  12/Pack,Tenex Personal Project File with Scoop Front Design  Black,Tensor Computer Mounted Lamp,WD My Passport Ultra 2TB Portable External Hard Drive,Wilson Jones 1 Hanging DublLock Ring Binders,Wirebound Message Books  Two 4 1/4 x 5 Forms per Page,Xerox 1910,Xerox 1965,Xerox 1988"
"Ross DeVincentis",35,"RD-19810","1137.616","63","318.4625","Furniture,Office Supplies,Technology","Acco Data Flex Cable Posts For Top & Bottom Load Binders  6 Capacity,Acco PRESSTEX Data Binder with Storage Hooks  Dark Blue  9 1/2 X 11,Acme 10 Easy Grip Assistive Scissors,Easy-staple paper,Eldon Cleatmat Chair Mats for Medium Pile Carpets,Eldon Gobal File Keepers,Logitech MX Performance Wireless Mouse,Metal Folding Chairs  Beige  4/Carton,OIC Colored Binder Clips  Assorted Sizes,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,Tops Green Bar Computer Printout Paper,Xerox 189,Xerox 1893,Xerox 2,Xerox 226"
"Ruben Dartt",26,"RD-19900","3133.924","85","455.5292","Furniture,Office Supplies,Technology","Avery 516,Avery White Multi-Purpose Labels,Binney & Smith Crayola Metallic Colored Pencils  8-Color Set,DAX Metal Frame  Desktop  Stepped-Edge,Deflect-o DuraMat Lighweight  Studded  Beveled Mat for Low Pile Carpeting,Eldon Expressions Punched Metal & Wood Desk Accessories  Pewter & Cherry,Fellowes Twister Kit  Gray/Clear  3/pkg,Hanging Personal Folder File,Jabra SPEAK 410,Logitech G105 Gaming Keyboard,Logitech Wireless Marathon Mouse M705,Luxo Economy Swing Arm Lamp,Memorex Froggy Flash Drive 4 GB,Mobile Personal File Cube,Nortel Meridian M3904 Professional Digital phone,Southworth 100% Résumé Paper  24lb.,Space Solutions HD Industrial Steel Shelving.,Square Credit Card Reader,Stanley Contemporary Battery Pencil Sharpeners,Staple envelope,Xerox 1884"
"Russell D'Ascenzo",67,"RD-19930","970.942","33","35.0574","Furniture,Office Supplies,Technology","Avery Hidden Tab Dividers for Binding Systems,Colored Push Pins,DAX Natural Wood-Tone Poster Frame,Global Highback Leather Tilter in Burgundy,Logitech MX Performance Wireless Mouse,Motorola L703CM,Peel & Seel Recycled Catalog Envelopes  Brown,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,Sterling Rubber Bands by Alliance,Xerox 1894"
"Ricardo Emerson",35,"RE-19405","48.36","5","6.045","Office Supplies","Acco 6 Outlet Guardian Standard Surge Suppressor"
"Richard Eichhorn",30,"RE-19450","876.696","47","209.2294","Furniture,Office Supplies,Technology","Acco Hot Clips Clips to Go,Avery 513,Cisco SPA 502G IP Phone,Contract Clock  14  Brown,Important Message Pads  50 4-1/4 x 5-1/2 Forms per Pad,Mobile Personal File Cube,Recycled Steel Personal File for Standard File Folders,Tensor Computer Mounted Lamp,Xerox 1917"
"Randy Ferguson",48,"RF-19345","3309.150","67","633.7072","Furniture,Office Supplies,Technology","24-Hour Round Wall Clock,24 Capacity Maxi Data Binder Racks  Pearl,Acco 6 Outlet Guardian Basic Surge Suppressor,Avery 483,Avery 518,Avery Trapezoid Extra Heavy Duty 4 Binders,Avery Triangle Shaped Sheet Lifters  Black  2/Pack,Cardinal Slant-D Ring Binder  Heavy Gauge Vinyl,Dell Slim USB Multimedia Keyboard,Eldon Stackable Tray  Side-Load  Legal  Smoke,Electrix Incandescent Magnifying Lamp  Black,GBC DocuBind P100 Manual Binding Machine,Global Push Button Managers Chair  Indigo,Kingston Digital DataTraveler 32GB USB 2.0,Sanford Colorific Scented Colored Pencils  12/Pack,Tennsco Single-Tier Lockers"
"Roland Fjeld",38,"RF-19735","2341.296","53","711.6168","Furniture,Office Supplies,Technology","Advantus SlideClip Paper Clips,Avery 486,Avery Durable Binders,Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters  4/Pack,GBC Durable Plastic Covers,GBC Poly Designer Binding Covers,Holmes Replacement Filter for HEPA Air Cleaner  Very Large Room  HEPA Filter,Logitech G35 7.1-Channel Surround Sound Headset,Maxell 74 Minute CD-R Spindle  50/Pack,Nortel Meridian M3904 Professional Digital phone,Nu-Dell Leatherette Frames,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,Polycom CX300 Desktop Phone USB VoIP phone,Xerox 1979"
"Roy Franzosisch",57,"RF-19840","945.222","45","280.0261","Furniture,Office Supplies,Technology","Acme Serrated Blade Letter Opener,Alphabetical Labels for Top Tab Filing,Avery Heavy-Duty EZD  Binder With Locking Rings,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Eureka The Boss Cordless Rechargeable Stick Vac,Howard Miller 14-1/2 Diameter Chrome Round Wall Clock,Personal Filing Tote with Lid  Black/Gray,SKILCRAFT Telephone Shoulder Rest  2 x 6.5 x 2.5  Black,SpineVue Locking Slant-D Ring Binders by Cardinal,Stanley Contemporary Battery Pencil Sharpeners,Staple holder"
